position,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20],[21],[22],[23],[24],[25],[26],[27],[28],[29],[30],[31],[32]
left,"0.44662317633628845,0.30056631565093994,-0.35788947343826294","0.44868171215057373,0.26839229464530945,-0.3191658854484558","0.45280784368515015,0.2670232653617859,-0.3191927969455719","0.4567403495311737,0.265977144241333,-0.31927552819252014","0.43377798795700073,0.27102962136268616,-0.3352232873439789","0.426699161529541,0.2720208168029785,-0.33523839712142944","0.4194694459438324,0.2732958197593689,-0.33537113666534424","0.4585621953010559,0.27391374111175537,-0.10526180267333984","0.40755924582481384,0.28489696979522705,-0.1783054620027542","0.453329861164093,0.32614216208457947,-0.2756431996822357","0.4366404414176941,0.3296779692173004,-0.2964353561401367","0.490712970495224,0.41482651233673096,0.06124824658036232","0.38770899176597595,0.4140307307243347,-0.2635044455528259","0.5075353384017944,0.6247934699058533,0.09705279022455215","0.4875839054584503,0.4083325266838074,-0.5151035785675049","0.5499135255813599,0.7712192535400391,0.020669342949986458","0.5996782183647156,0.32816562056541443,-0.5822608470916748","0.5580525994300842,0.8310251235961914,-0.005973011255264282","0.6326103806495667,0.3170424699783325,-0.63669353723526","0.5561462640762329,0.8266261219978333,-0.03253624215722084","0.634032130241394,0.2990719974040985,-0.6247656941413879","0.550543487071991,0.8068723082542419,0.006238751579076052","0.6241866946220398,0.3031090199947357,-0.578493058681488","0.49846309423446655,0.8390997648239136,0.06460318714380264","0.4218195080757141,0.8422393798828125,-0.06433290243148804","0.505156934261322,1.1183574199676514,0.024672413244843483","0.413098007440567,1.1586341857910156,-0.020296292379498482","0.5047767162322998,1.3478885889053345,0.2830299139022827","0.3994848132133484,1.361425518989563,0.35710713267326355","0.49745550751686096,1.3836407661437988,0.3015916645526886","0.39518341422080994,1.381952166557312,0.3895855247974396","0.5276657938957214,1.426496148109436,0.1489078253507614","0.419865220785141,1.4577772617340088,0.22441837191581726"
left,"0.4466381072998047,0.300635427236557,-0.35604026913642883","0.4486587345600128,0.268480509519577,-0.3179107904434204","0.4527992308139801,0.26712727546691895,-0.31793591380119324","0.4567505419254303,0.26611921191215515,-0.31801939010620117","0.4336768388748169,0.2712339460849762,-0.3334504961967468","0.4265519380569458,0.27227261662483215,-0.33346736431121826","0.41930049657821655,0.2735784649848938,-0.33360186219215393","0.45868879556655884,0.27427688241004944,-0.10935515910387039","0.4075273871421814,0.28537967801094055,-0.17779897153377533","0.45360520482063293,0.326392263174057,-0.2752450704574585","0.43687552213668823,0.32983019948005676,-0.2951875329017639","0.49481967091560364,0.4267338514328003,0.04817328602075577","0.38764047622680664,0.4138050079345703,-0.262058287858963","0.514268696308136,0.6230844259262085,0.08979296684265137","0.4735126197338104,0.39865005016326904,-0.5255038738250732","0.5499274730682373,0.7718349695205688,0.027453303337097168","0.5898211002349854,0.3024425506591797,-0.609632670879364","0.5580424070358276,0.8333984017372131,0.004603810608386993","0.622355580329895,0.28841039538383484,-0.6657685041427612","0.556148111820221,0.827754020690918,-0.022499138489365578","0.6253139972686768,0.2724388837814331,-0.6491914987564087","0.5505448579788208,0.8076344728469849,0.013894838280975819","0.6159469485282898,0.2791610360145569,-0.604667603969574","0.49846532940864563,0.8393213152885437,0.06268755346536636","0.4218898117542267,0.8423277735710144,-0.062396373599767685","0.5067307949066162,1.115540623664856,0.0037913687992841005","0.41443929076194763,1.1577773094177246,-0.0010814311681315303","0.5049723982810974,1.3478033542633057,0.2569468319416046","0.40207961201667786,1.3607373237609863,0.39451220631599426","0.4974748492240906,1.3835463523864746,0.2753017544746399","0.3986574709415436,1.3812886476516724,0.4290695786476135","0.5272585153579712,1.4268604516983032,0.11623478680849075","0.42025524377822876,1.4574304819107056,0.26209384202957153"
left,"0.4464918375015259,0.30037444829940796,-0.3556119203567505","0.44853675365448,0.2680058777332306,-0.31939786672592163","0.45276445150375366,0.266674667596817,-0.3194364011287689","0.4567658305168152,0.26567181944847107,-0.3195291757583618","0.4331507086753845,0.2710396647453308,-0.3323929011821747","0.4260023832321167,0.27219006419181824,-0.3324112594127655","0.4189576804637909,0.273563414812088,-0.33254796266555786","0.4593968987464905,0.2741239666938782,-0.12368987500667572","0.4075261652469635,0.2855662405490875,-0.17417053878307343","0.453712522983551,0.3263872265815735,-0.27866849303245544","0.4369049370288849,0.32981574535369873,-0.2944927513599396","0.49792781472206116,0.42482078075408936,0.006572586949914694","0.387583464384079,0.4141748547554016,-0.24207788705825806","0.518005907535553,0.6220229268074036,0.015144926495850086","0.46243175864219666,0.3920134902000427,-0.5153772234916687","0.5504366755485535,0.7718382477760315,-0.05345024913549423","0.5781611800193787,0.2990865409374237,-0.6118854284286499","0.5588969588279724,0.8339276313781738,-0.08080704510211945","0.6135202646255493,0.27907684445381165,-0.6679096817970276","0.5568616986274719,0.8284715414047241,-0.10582360625267029","0.6161684393882751,0.26596328616142273,-0.6501485705375671","0.5508785247802734,0.8085077404975891,-0.06569720059633255","0.6064059138298035,0.27535295486450195,-0.6068933010101318","0.4986167252063751,0.8391134142875671,0.0464312881231308","0.42181524634361267,0.8422457575798035,-0.04607172682881355","0.5078519582748413,1.1102555990219116,-0.004061564803123474","0.41442909836769104,1.1504530906677246,0.038530509918928146","0.5049639344215393,1.3381980657577515,0.27069494128227234","0.4020806849002838,1.3524333238601685,0.45302078127861023","0.4974653124809265,1.3713258504867554,0.29090234637260437","0.39956748485565186,1.3740063905715942,0.48966899514198303","0.5234733819961548,1.4235836267471313,0.1305055469274521","0.4163206219673157,1.447777509689331,0.3189793825149536"
left,"0.44465309381484985,0.30038362741470337,-0.3595522940158844","0.44793280959129333,0.2682007849216461,-0.325748473405838","0.45232975482940674,0.26687464118003845,-0.32579147815704346","0.45652538537979126,0.2658554017543793,-0.3258837163448334","0.4311947226524353,0.2713857591152191,-0.3339621126651764","0.42407897114753723,0.27252987027168274,-0.3339877426624298","0.4176165461540222,0.2738790512084961,-0.33413589000701904","0.45959097146987915,0.27487826347351074,-0.13834863901138306","0.40729543566703796,0.2859751880168915,-0.17350779473781586","0.45346739888191223,0.3265319764614105,-0.28692156076431274","0.4352260231971741,0.3298952281475067,-0.296922892332077","0.5011590719223022,0.425762802362442,-0.013424993492662907","0.38649797439575195,0.4145461916923523,-0.23283712565898895","0.5217810869216919,0.6211642622947693,0.003866939339786768","0.45028039813041687,0.39007771015167236,-0.5047509074211121","0.5511738657951355,0.7726494669914246,-0.054922956973314285","0.5676200985908508,0.29336947202682495,-0.6090395450592041","0.5602481961250305,0.8347117900848389,-0.08160829544067383","0.6047974824905396,0.2726259231567383,-0.666080117225647","0.5572145581245422,0.8294662237167358,-0.10819308459758759","0.6083736419677734,0.26073208451271057,-0.6475468277931213","0.5510321259498596,0.8104830980300903,-0.06737682968378067","0.5990883708000183,0.2693258225917816,-0.6040647625923157","0.4984678328037262,0.8391808271408081,0.03893742710351944","0.4215945899486542,0.8422329425811768,-0.038587622344493866","0.5084418058395386,1.1082671880722046,-0.0034250542521476746","0.41254132986068726,1.1475123167037964,0.04014812782406807","0.5047649145126343,1.3343594074249268,0.2772744596004486","0.40169987082481384,1.3443015813827515,0.45835766196250916","0.49695974588394165,1.3665390014648438,0.2973707914352417","0.3996748924255371,1.3644479513168335,0.49556195735931396","0.522164523601532,1.422489881515503,0.13928182423114777","0.41290315985679626,1.4409412145614624,0.3249855041503906"
left,"0.44374996423721313,0.30023351311683655,-0.363044798374176","0.4473978877067566,0.2681378722190857,-0.32999834418296814","0.45188772678375244,0.26680710911750793,-0.33004942536354065","0.4561547040939331,0.26578450202941895,-0.33014020323753357","0.42982813715934753,0.2713859975337982,-0.3367493450641632","0.4228455126285553,0.272534042596817,-0.3367929458618164","0.4166650176048279,0.273885577917099,-0.3369675874710083","0.4595103859901428,0.27487486600875854,-0.14315372705459595","0.40703943371772766,0.28598007559776306,-0.17374607920646667","0.45332786440849304,0.3264206349849701,-0.2912728488445282","0.43443000316619873,0.32976341247558594,-0.2999236285686493","0.5023998618125916,0.42546162009239197,-0.015703896060585976","0.38529375195503235,0.4147455096244812,-0.22964595258235931","0.523882269859314,0.6208124756813049,0.02396642602980137","0.43806010484695435,0.390369176864624,-0.5044001340866089","0.5525010228157043,0.7717057466506958,-0.016308000311255455","0.5529143810272217,0.2926938235759735,-0.6292600035667419","0.5618481040000916,0.8341280221939087,-0.03553390875458717","0.5895949602127075,0.27035048604011536,-0.6876155138015747","0.5582063794136047,0.8286435008049011,-0.06433819979429245","0.5916857123374939,0.2593739330768585,-0.6695531010627747","0.5517399311065674,0.8095357418060303,-0.027193903923034668","0.5829494595527649,0.26707887649536133,-0.6247485876083374","0.49858558177948,0.8391528129577637,0.036753494292497635","0.42158520221710205,0.8421017527580261,-0.036424655467271805","0.5089037418365479,1.1072826385498047,-0.008401257917284966","0.4129107594490051,1.1476961374282837,0.030035758391022682","0.5047526359558105,1.3317973613739014,0.28027424216270447","0.4033203125,1.3424758911132812,0.4641428291797638","0.49694904685020447,1.363417387008667,0.3010696768760681","0.40301525592803955,1.361657977104187,0.5036850571632385","0.5213944315910339,1.4209437370300293,0.1419348269701004","0.41304129362106323,1.438077449798584,0.338058203458786"
left,"0.4432950019836426,0.2989616394042969,-0.3522612750530243","0.4471244812011719,0.2671535015106201,-0.31974372267723083","0.45161184668540955,0.26602479815483093,-0.319802463054657","0.4559116065502167,0.2652241885662079,-0.31989243626594543","0.42913001775741577,0.2703842520713806,-0.3244521915912628","0.4220428168773651,0.2716205418109894,-0.3244960606098175","0.4159986078739166,0.2730661630630493,-0.32468241453170776","0.45939838886260986,0.274803102016449,-0.14093592762947083","0.40694886445999146,0.28537482023239136,-0.1587655395269394","0.4532619118690491,0.325508177280426,-0.28317296504974365","0.43397393822669983,0.3286428153514862,-0.28885936737060547","0.5019639730453491,0.4253060221672058,0.00019481402705423534","0.38470643758773804,0.41470855474472046,-0.21698686480522156","0.5252863168716431,0.619573175907135,0.05122063681483269","0.4325653910636902,0.39080363512039185,-0.5039353966712952","0.5540196895599365,0.7701236009597778,0.0415886715054512","0.5434436202049255,0.29837554693222046,-0.647022008895874","0.5636087656021118,0.8336991667747498,0.022544456645846367","0.5780388116836548,0.27609625458717346,-0.7082659006118774","0.5594297647476196,0.8279368281364441,-0.0068437992595136166","0.5796476602554321,0.26448914408683777,-0.6903269290924072","0.5527275800704956,0.808818519115448,0.029690247029066086","0.5707483887672424,0.2723899483680725,-0.643120527267456","0.49860477447509766,0.8383825421333313,0.03787233307957649","0.4216350018978119,0.8414947986602783,-0.03754737600684166","0.5094740390777588,1.1054803133010864,-0.008562644943594933","0.41360992193222046,1.1477559804916382,0.025152970105409622","0.5051324367523193,1.3290653228759766,0.2808409035205841","0.4055369198322296,1.3412114381790161,0.4434104263782501","0.4974176287651062,1.3601529598236084,0.3024672865867615","0.4059675931930542,1.360200047492981,0.48099470138549805","0.5213807821273804,1.4177080392837524,0.14333905279636383","0.413697749376297,1.4350098371505737,0.31432685256004333"
left,"0.4424634277820587,0.2982514500617981,-0.3450597822666168","0.44677868485450745,0.2666192054748535,-0.3132294714450836","0.45127072930336,0.2656785547733307,-0.3132990002632141","0.45560067892074585,0.2650308609008789,-0.3133961260318756","0.42850202322006226,0.2697366774082184,-0.31832870841026306","0.42146000266075134,0.27096888422966003,-0.31837013363838196","0.41548478603363037,0.2723940908908844,-0.3185468912124634","0.45927301049232483,0.2748022675514221,-0.1390853077173233","0.4066537916660309,0.2848247289657593,-0.1553778499364853","0.4527629315853119,0.32500433921813965,-0.27626800537109375","0.43256551027297974,0.3282562792301178,-0.2826303541660309","0.5016196370124817,0.4251754879951477,0.003114228369668126","0.38306814432144165,0.4146556854248047,-0.20822161436080933","0.5279709100723267,0.6191049218177795,0.052992627024650574","0.43072575330734253,0.3916088938713074,-0.4933983087539673","0.5550758242607117,0.7700914144515991,0.03240508586168289","0.5357263684272766,0.3041057586669922,-0.644102931022644","0.5646054148674011,0.8336830139160156,0.01021517813205719","0.5710449814796448,0.28369519114494324,-0.7058773040771484","0.559871256351471,0.82792067527771,-0.019140005111694336","0.5721626281738281,0.27095234394073486,-0.6889864206314087","0.5530052185058594,0.8088188767433167,0.02015182189643383","0.5634158253669739,0.2784792482852936,-0.6406236290931702","0.4987904131412506,0.8380988240242004,0.03703431040048599","0.42162758111953735,0.8413018584251404,-0.03670347109436989","0.5094292759895325,1.1055854558944702,-0.0072565022855997086","0.4137371778488159,1.147870659828186,0.02217385545372963","0.5051357746124268,1.329563856124878,0.29125022888183594","0.40552330017089844,1.3418055772781372,0.437100887298584","0.49756288528442383,1.360857605934143,0.3150251805782318","0.40584930777549744,1.3614866733551025,0.4740981459617615","0.5202232003211975,1.4176591634750366,0.15083763003349304","0.4138661026954651,1.4361070394515991,0.3050568401813507"
left,"0.44127586483955383,0.297605037689209,-0.3422202467918396","0.44614359736442566,0.2660965621471405,-0.3107868731021881","0.45076480507850647,0.2652437388896942,-0.31086164712905884","0.4551820456981659,0.2646908760070801,-0.31096288561820984","0.4275127649307251,0.26933956146240234,-0.31575724482536316","0.42071008682250977,0.27062034606933594,-0.3158000111579895","0.41479191184043884,0.27208030223846436,-0.3159758150577545","0.4592011570930481,0.2745130956172943,-0.1341111809015274","0.40628060698509216,0.28461140394210815,-0.15316663682460785","0.45202845335006714,0.3244191110134125,-0.2739224433898926","0.4310353696346283,0.32797476649284363,-0.2800931930541992","0.501831591129303,0.42446136474609375,-0.004981784615665674","0.38219690322875977,0.41468191146850586,-0.20013664662837982","0.5352211594581604,0.6174586415290833,0.04400692135095596","0.4296548068523407,0.3991856873035431,-0.4807797074317932","0.5561943650245667,0.7700091004371643,0.025083329528570175","0.5342115163803101,0.30700764060020447,-0.6438515186309814","0.5660476088523865,0.8338786959648132,0.00022859351884108037","0.5690345168113708,0.2875986695289612,-0.7047005891799927","0.5603768229484558,0.8283095955848694,-0.028126975521445274","0.5697059631347656,0.27437517046928406,-0.6887103319168091","0.5533620119094849,0.809588611125946,0.011192262172698975","0.5613524317741394,0.28178033232688904,-0.6409064531326294","0.4990265667438507,0.8377672433853149,0.03347913548350334","0.4213794767856598,0.8410741090774536,-0.0331217423081398","0.5089890360832214,1.1059514284133911,-0.021873285993933678","0.41403383016586304,1.1479254961013794,0.024592291563749313","0.5051326751708984,1.3324207067489624,0.27916422486305237","0.40648066997528076,1.3484569787979126,0.4425651729106903","0.4980386197566986,1.3642630577087402,0.3024377226829529","0.4070799946784973,1.371782898902893,0.47952181100845337","0.5182570815086365,1.420439600944519,0.13439273834228516","0.41425058245658875,1.438136100769043,0.3060046136379242"
left,"0.44015058875083923,0.29661259055137634,-0.32315152883529663","0.44562098383903503,0.2654007077217102,-0.2941308617591858","0.4503820538520813,0.26470479369163513,-0.2941979765892029","0.45489051938056946,0.2643258273601532,-0.29426050186157227","0.42668935656547546,0.2686324715614319,-0.2974570691585541","0.420058935880661,0.26998621225357056,-0.2975294291973114","0.41424569487571716,0.27152007818222046,-0.29770514369010925","0.45919010043144226,0.2740766108036041,-0.12810161709785461","0.40608569979667664,0.2841930389404297,-0.1379668265581131","0.4514163136482239,0.3235253691673279,-0.2582654058933258","0.4297240376472473,0.3271699547767639,-0.262687623500824","0.5037750005722046,0.42368772625923157,-0.008103138767182827","0.3802277147769928,0.4148258864879608,-0.17849507927894592","0.5406535863876343,0.6130038499832153,0.037681322544813156","0.4248819947242737,0.4108486473560333,-0.4507933259010315","0.5573589205741882,0.7707944512367249,0.022832464426755905","0.5334057211875916,0.3189670443534851,-0.6350687742233276","0.5675421953201294,0.8352383375167847,-0.004895919002592564","0.5677052140235901,0.2905482053756714,-0.695370078086853","0.5612198710441589,0.8300619125366211,-0.03303075581789017","0.5666236877441406,0.27544528245925903,-0.6792188882827759","0.5540451407432556,0.8116044402122498,0.006735105533152819","0.5581247806549072,0.2847904562950134,-0.6319279074668884","0.499050110578537,0.8380938172340393,0.029988443478941917","0.4201485514640808,0.8412869572639465,-0.029597017914056778","0.5083655118942261,1.1102025508880615,-0.021836604923009872","0.4142664670944214,1.1506625413894653,0.027188509702682495","0.505200982093811,1.3465558290481567,0.2745252847671509","0.4088064432144165,1.3619824647903442,0.4411967694759369","0.49963513016700745,1.380558729171753,0.2972380220890045","0.40963974595069885,1.3881901502609253,0.4777655303478241","0.5157210230827332,1.4336457252502441,0.13113175332546234","0.41749995946884155,1.4485012292861938,0.30609840154647827"
left,"0.43962910771369934,0.29561281204223633,-0.300588995218277","0.44545120000839233,0.2646772265434265,-0.2712240219116211","0.45022159814834595,0.2641138732433319,-0.271300733089447","0.4547514021396637,0.2639091908931732,-0.27133405208587646","0.4266696274280548,0.2677369713783264,-0.2765134274959564","0.42010459303855896,0.2690025568008423,-0.27660080790519714","0.41428014636039734,0.2704750895500183,-0.2767881751060486","0.4590776860713959,0.273576021194458,-0.10279832035303116","0.40608033537864685,0.2828604280948639,-0.12404180318117142","0.45085686445236206,0.32226672768592834,-0.2357087880373001","0.4292932450771332,0.32537415623664856,-0.24295611679553986","0.5038593411445618,0.42355984449386597,-0.004910607356578112","0.3791790008544922,0.4159085154533386,-0.16824600100517273","0.5398100018501282,0.6073274612426758,0.04237864166498184","0.42490771412849426,0.427284836769104,-0.44495245814323425","0.5575003027915955,0.7707498669624329,0.022014502435922623","0.5350919365882874,0.34083908796310425,-0.6381236910820007","0.5680842995643616,0.8356652855873108,0.00035833820584230125","0.5641971826553345,0.30654993653297424,-0.6965599060058594","0.5618265867233276,0.8306185603141785,-0.02603287622332573","0.560463011264801,0.29012802243232727,-0.6828163266181946","0.5544998645782471,0.8120802640914917,0.01022332813590765","0.5531529784202576,0.3016224801540375,-0.6360469460487366","0.49897387623786926,0.8383851647377014,0.030955981463193893","0.4188918173313141,0.8417724967002869,-0.030585896223783493","0.5059504508972168,1.1130726337432861,-0.03604690730571747","0.41474300622940063,1.1521085500717163,0.010306620970368385","0.5049818158149719,1.3543336391448975,0.21881279349327087","0.4104063808917999,1.3698946237564087,0.3803935945034027","0.4997917115688324,1.3882914781570435,0.23652781546115875","0.4108106791973114,1.3963032960891724,0.4122505486011505","0.5133869051933289,1.4397268295288086,0.07472148537635803","0.41954001784324646,1.454094648361206,0.2469250112771988"
left,"0.43942007422447205,0.2956729531288147,-0.29834529757499695","0.4453291893005371,0.2646961212158203,-0.2693057656288147","0.4500913619995117,0.2641572654247284,-0.26938650012016296","0.45458778738975525,0.26397839188575745,-0.2694266736507416","0.4266110360622406,0.26772958040237427,-0.2748372256755829","0.42007267475128174,0.2689742147922516,-0.2749330401420593","0.4142482578754425,0.2704089879989624,-0.275107741355896","0.4587687849998474,0.2735298275947571,-0.09953127801418304","0.4058385193347931,0.2822761833667755,-0.1234794557094574","0.4504733979701996,0.32229167222976685,-0.23304446041584015","0.42907971143722534,0.3253788650035858,-0.24079276621341705","0.5041989684104919,0.423482745885849,-0.0012110208626836538","0.3774578869342804,0.41590359807014465,-0.15992389619350433","0.5410621166229248,0.6040984392166138,0.04725151136517525","0.42103928327560425,0.44235530495643616,-0.4126867353916168","0.5581305623054504,0.7711018919944763,0.022678012028336525","0.5340607166290283,0.3763728737831116,-0.6041851043701172","0.5690944194793701,0.8362606167793274,0.0027552947867661715","0.5663501024246216,0.3560507595539093,-0.6606197357177734","0.562542736530304,0.8318967223167419,-0.025230130180716515","0.5642807483673096,0.3334163427352905,-0.6486247181892395","0.555139422416687,0.8140126466751099,0.011711657047271729","0.5556265115737915,0.3399307131767273,-0.6024960279464722","0.4989714026451111,0.8385080695152283,0.029583103954792023","0.4182349443435669,0.8420563340187073,-0.029201095923781395","0.5055323243141174,1.1154358386993408,-0.03334355726838112","0.4165053069591522,1.1561239957809448,0.007550774607807398","0.5049394965171814,1.3567627668380737,0.24211733043193817","0.41578730940818787,1.3698612451553345,0.39331287145614624","0.5002742409706116,1.3896769285202026,0.2625137269496918","0.41630664467811584,1.395056128501892,0.4255733788013458","0.5115417242050171,1.4427258968353271,0.10030201077461243","0.4264901876449585,1.4538980722427368,0.27391543984413147"
left,"0.4393251836299896,0.2954044044017792,-0.2842702269554138","0.4452551007270813,0.2645145356655121,-0.2550656199455261","0.44996151328086853,0.2639838755130768,-0.25512921810150146","0.45440182089805603,0.263794869184494,-0.25517186522483826","0.4266147315502167,0.26750314235687256,-0.2628820836544037","0.42008697986602783,0.268758088350296,-0.2629673182964325","0.414261132478714,0.2702018618583679,-0.263130247592926","0.45863649249076843,0.2731938064098358,-0.08563990890979767","0.40576618909835815,0.28182461857795715,-0.12093145400285721","0.45020368695259094,0.3216714859008789,-0.2188822329044342","0.4288283884525299,0.32468724250793457,-0.22992131114006042","0.5045844316482544,0.4233883023262024,0.017442448064684868","0.3774815499782562,0.416018545627594,-0.1594211459159851","0.5398070812225342,0.603983461856842,0.07156988978385925","0.42306360602378845,0.46808478236198425,-0.3981330692768097","0.5588034391403198,0.7711499929428101,0.035593509674072266","0.5376282930374146,0.4219937324523926,-0.5701282620429993","0.5695157647132874,0.8357732892036438,0.015899645164608955","0.5703483819961548,0.417447030544281,-0.6248915791511536","0.562734067440033,0.831628143787384,-0.013501224108040333","0.5695368647575378,0.3966211676597595,-0.6133129596710205","0.5555169582366943,0.8137855529785156,0.02445126138627529","0.5610033869743347,0.3977468013763428,-0.5678513050079346","0.49905139207839966,0.8406416177749634,0.030756264925003052","0.4167519807815552,0.843356192111969,-0.030380424112081528","0.5031418800354004,1.1197353601455688,-0.03726472333073616","0.41728436946868896,1.1642085313796997,-0.02335810288786888","0.5001850724220276,1.3571248054504395,0.2597039043903351","0.41486626863479614,1.3716607093811035,0.3846878707408905","0.4962860345840454,1.3894373178482056,0.2859744131565094","0.4151444137096405,1.3955740928649902,0.4206799268722534","0.5050814747810364,1.4434330463409424,0.139442577958107","0.42595160007476807,1.4562112092971802,0.267265260219574"
left,"0.43912678956985474,0.2950643002986908,-0.28773292899131775","0.4450834095478058,0.2643091082572937,-0.259162962436676","0.44968777894973755,0.2637520432472229,-0.25923895835876465","0.4539990723133087,0.2635227143764496,-0.25927314162254333","0.42658060789108276,0.26732513308525085,-0.2651865780353546","0.42008763551712036,0.2686018645763397,-0.26526957750320435","0.41427135467529297,0.27006757259368896,-0.2654396593570709","0.4585334062576294,0.2729854881763458,-0.09021055698394775","0.40574702620506287,0.281576931476593,-0.11848709732294083","0.4499053955078125,0.321200966835022,-0.2229907065629959","0.42855632305145264,0.3243146538734436,-0.23148588836193085","0.5061439871788025,0.4234153926372528,0.0171680711209774","0.3775033950805664,0.41682830452919006,-0.14443887770175934","0.5424891710281372,0.6037347316741943,0.06802669167518616","0.41568833589553833,0.5212813019752502,-0.3529864549636841","0.56182861328125,0.7711591720581055,0.03010587766766548","0.5397102236747742,0.4538453221321106,-0.5149151682853699","0.5717636942863464,0.835716187953949,0.009321138262748718","0.5726667046546936,0.4536939859390259,-0.5664700865745544","0.5645631551742554,0.8316072225570679,-0.0190596804022789","0.5722801089286804,0.43412622809410095,-0.5577322840690613","0.5576831102371216,0.8135648369789124,0.018646685406565666","0.5637210011482239,0.4338761568069458,-0.5130041837692261","0.4991624653339386,0.8423743844032288,0.030190596356987953","0.41546541452407837,0.844235897064209,-0.029813211411237717","0.500931978225708,1.126773715019226,-0.0391690768301487","0.41726699471473694,1.1684370040893555,-0.02370932511985302","0.4969552457332611,1.3620860576629639,0.2596006691455841","0.4142554700374603,1.375456690788269,0.3688133955001831","0.49358806014060974,1.3936412334442139,0.2839509844779968","0.4143999218940735,1.3995225429534912,0.40341490507125854","0.5006530284881592,1.4483734369277954,0.1376204788684845","0.4254625737667084,1.4585429430007935,0.2520163655281067"
left,"0.438873827457428,0.2948648929595947,-0.29417741298675537","0.4449431002140045,0.26411202549934387,-0.26603659987449646","0.4495173692703247,0.26350438594818115,-0.2661062479019165","0.45379385352134705,0.2632087767124176,-0.26614442467689514","0.42650747299194336,0.26719599962234497,-0.27156862616539","0.4200539290904999,0.26850026845932007,-0.2716476619243622","0.41426411271095276,0.2699921131134033,-0.2718312442302704","0.458478718996048,0.27239757776260376,-0.09328106045722961","0.4057348370552063,0.28138378262519836,-0.12233825773000717","0.4496755599975586,0.320725679397583,-0.2292834222316742","0.4282947778701782,0.32410097122192383,-0.23674888908863068","0.5092078447341919,0.42126503586769104,0.010032743215560913","0.3775801956653595,0.41633960604667664,-0.14898723363876343","0.5452854037284851,0.5993279814720154,0.05609312281012535","0.4195038378238678,0.5114479660987854,-0.3460013270378113","0.5621458888053894,0.7711753845214844,0.007012790534645319","0.5407846570014954,0.4728938937187195,-0.49483034014701843","0.5720585584640503,0.835668683052063,-0.017622116953134537","0.5737148523330688,0.47593316435813904,-0.5438345074653625","0.5650402903556824,0.8316092491149902,-0.04445594176650047","0.5734248757362366,0.4545467793941498,-0.5377866625785828","0.5582447648048401,0.8135417103767395,-0.0033387623261660337","0.5643551349639893,0.4519568979740143,-0.4935200810432434","0.49890413880348206,0.8433064818382263,0.02977871149778366","0.41453808546066284,0.8443707227706909,-0.029370134696364403","0.5002018809318542,1.1272639036178589,-0.050998710095882416","0.41810235381126404,1.1675838232040405,-0.01763601042330265","0.49547889828681946,1.361802339553833,0.2417229861021042","0.41444119811058044,1.3788832426071167,0.37974995374679565","0.4917355179786682,1.3932901620864868,0.2635025084018707","0.4144834876060486,1.4045156240463257,0.4136323034763336","0.4996049702167511,1.4496080875396729,0.10560997575521469","0.42536768317222595,1.4638527631759644,0.25096723437309265"
left,"0.4388977587223053,0.29472634196281433,-0.2981339693069458","0.4449448883533478,0.26376354694366455,-0.2697557806968689","0.4495087265968323,0.26308897137641907,-0.2698236405849457","0.4537806212902069,0.26272663474082947,-0.2698664963245392","0.4265678822994232,0.26694145798683167,-0.27581021189689636","0.4201224744319916,0.26829925179481506,-0.2758820354938507","0.4143944978713989,0.26984167098999023,-0.2760537266731262","0.4584676921367645,0.2717092037200928,-0.09563734382390976","0.4057745635509491,0.2811950147151947,-0.12827518582344055","0.44968774914741516,0.32058852910995483,-0.23167388141155243","0.42831340432167053,0.32395997643470764,-0.24082748591899872","0.5096426010131836,0.41703522205352783,0.019459711387753487","0.37766656279563904,0.4156492054462433,-0.15861296653747559","0.5443559288978577,0.5996310114860535,0.06872741132974625","0.42177173495292664,0.5104650855064392,-0.38111913204193115","0.5621882081031799,0.7711782455444336,0.010971532203257084","0.5406486988067627,0.48326507210731506,-0.5251582264900208","0.5719135403633118,0.8354728817939758,-0.01373271830379963","0.5745849609375,0.4842134118080139,-0.5802910327911377","0.5653393268585205,0.8315977454185486,-0.04296649619936943","0.5744725465774536,0.4620576500892639,-0.5501440763473511","0.5588245987892151,0.8134952187538147,-0.0007985641714185476","0.565617024898529,0.4587538540363312,-0.5174643993377686","0.498828262090683,0.8435355424880981,0.02996765449643135","0.41400134563446045,0.8447664380073547,-0.029590772464871407","0.49763375520706177,1.1296638250350952,-0.05347307398915291","0.4172208905220032,1.1669200658798218,0.006815404165536165","0.49480894207954407,1.3658677339553833,0.21578572690486908","0.41263246536254883,1.3870699405670166,0.3836350440979004","0.4908813536167145,1.3980807065963745,0.23369908332824707","0.41270095109939575,1.4145207405090332,0.4197651743888855","0.4998376667499542,1.45404851436615,0.06002020835876465","0.4223725497722626,1.474319577217102,0.24773846566677094"
