position,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20],[21],[22],[23],[24],[25],[26],[27],[28],[29],[30],[31],[32]
left,"0.3761855959892273,0.2902761995792389,-0.36351919174194336","0.3877210021018982,0.2663061022758484,-0.3432319462299347","0.3935704827308655,0.2670019268989563,-0.34328576922416687","0.39815300703048706,0.26772376894950867,-0.3433355391025543","0.3700534999370575,0.2649296522140503,-0.34421101212501526","0.36484771966934204,0.26432934403419495,-0.3441753089427948","0.36022791266441345,0.26380404829978943,-0.34421631693840027","0.40513551235198975,0.27964159846305847,-0.1955704391002655","0.3555864095687866,0.27455079555511475,-0.20415809750556946","0.38814327120780945,0.31726130843162537,-0.3071485459804535","0.36528509855270386,0.31557878851890564,-0.30952972173690796","0.44093480706214905,0.40928828716278076,-0.07750353962182999","0.3134876787662506,0.4222621023654938,-0.09415867924690247","0.4848007559776306,0.5297738909721375,-0.2404269129037857","0.29251670837402344,0.608684778213501,0.017398985102772713","0.49900010228157043,0.33071479201316833,-0.5410081148147583","0.27939411997795105,0.7865474224090576,0.04091639816761017","0.5057332515716553,0.2735089957714081,-0.5949701070785522","0.2714533805847168,0.8290619254112244,0.04978454113006592","0.5030168294906616,0.2603603005409241,-0.5834819078445435","0.2798652648925781,0.8358632326126099,0.008463841862976551","0.49735382199287415,0.2809411883354187,-0.5452423691749573","0.2854881286621094,0.822001576423645,0.029066000133752823","0.4234112501144409,0.7449119091033936,0.004701201803982258","0.3479499816894531,0.753632128238678,-0.004459771793335676","0.43282565474510193,0.9803466796875,-0.033687543123960495","0.3520622253417969,0.9934630393981934,-0.04259401559829712","0.4497903287410736,1.2086988687515259,0.23191335797309875","0.34755411744117737,1.206534743309021,0.20388953387737274","0.4485415518283844,1.236013412475586,0.254387229681015","0.3467704653739929,1.227942705154419,0.22674594819545746","0.4559794068336487,1.285179853439331,0.14010025560855865","0.36203187704086304,1.289747714996338,0.09231451153755188"
left,"0.37628400325775146,0.2902807891368866,-0.3708999454975128","0.3876059949398041,0.26630696654319763,-0.3501259982585907","0.3932805061340332,0.26700887084007263,-0.35018107295036316","0.3977390229701996,0.2677282691001892,-0.3502355217933655","0.3701739013195038,0.2649109661579132,-0.3522595167160034","0.3648960292339325,0.26427337527275085,-0.35222551226615906","0.36023110151290894,0.2637530267238617,-0.3522528111934662","0.4045318365097046,0.27970370650291443,-0.20004619657993317","0.35522758960723877,0.2744866907596588,-0.2133943885564804","0.38785475492477417,0.3172168433666229,-0.3135239779949188","0.36526283621788025,0.31540393829345703,-0.317413330078125","0.44037899374961853,0.40881049633026123,-0.07839344441890717","0.313594788312912,0.42209845781326294,-0.0956835001707077","0.485446572303772,0.525847852230072,-0.21885357797145844","0.29218441247940063,0.6088941693305969,0.02875175140798092","0.5011213421821594,0.330221563577652,-0.4936279058456421","0.28064224123954773,0.7884032726287842,0.05542144924402237","0.5095551609992981,0.2745000123977661,-0.5481153130531311","0.2723766267299652,0.8310298919677734,0.0649777203798294","0.5054349303245544,0.2634347975254059,-0.5394583344459534","0.2811879515647888,0.8375744223594666,0.02259465679526329","0.4991380274295807,0.2836371064186096,-0.49785900115966797","0.28690478205680847,0.8237723708152771,0.04341782256960869","0.4240010380744934,0.7435534000396729,0.00482183089479804","0.348653644323349,0.7534409761428833,-0.004559393040835857","0.4331580102443695,0.9795411229133606,-0.03441530838608742","0.3517877459526062,0.9919270873069763,-0.037805214524269104","0.45014074444770813,1.2066757678985596,0.24060168862342834","0.34786394238471985,1.2058147192001343,0.20559559762477875","0.44885799288749695,1.2335444688796997,0.26387953758239746","0.34712448716163635,1.2276794910430908,0.2277575433254242","0.45622169971466064,1.2842381000518799,0.14945822954177856","0.3622833788394928,1.2894550561904907,0.08915207535028458"
left,"0.3760145604610443,0.2902873754501343,-0.36767566204071045","0.3876047134399414,0.266311913728714,-0.3482188284397125","0.393272340297699,0.2670225203037262,-0.34826672077178955","0.3978557884693146,0.26773715019226074,-0.3483293354511261","0.3700443208217621,0.26490887999534607,-0.3516888916492462","0.36462080478668213,0.2642576992511749,-0.3516424894332886","0.35988718271255493,0.26373112201690674,-0.351679265499115","0.40493467450141907,0.2797709107398987,-0.19882924854755402","0.35492032766342163,0.27446138858795166,-0.20915362238883972","0.3877700865268707,0.31721898913383484,-0.3122508227825165","0.36496391892433167,0.3154047727584839,-0.31664517521858215","0.4412517845630646,0.4084843695163727,-0.07928359508514404","0.3143048584461212,0.42209383845329285,-0.09414684027433395","0.5006838440895081,0.5235915780067444,-0.21535541117191315","0.2925088703632355,0.6112557053565979,0.02281920798122883","0.5014418363571167,0.3297012150287628,-0.48707255721092224","0.2818104028701782,0.7901777625083923,0.0327313095331192","0.5131064653396606,0.27419716119766235,-0.542141318321228","0.2734953761100769,0.8326950669288635,0.03812520205974579","0.507003903388977,0.2637036144733429,-0.5347298979759216","0.28215309977531433,0.8388574123382568,-0.003256212454289198","0.5011824369430542,0.28411102294921875,-0.49150463938713074","0.28787362575531006,0.8250977993011475,0.020414093509316444","0.4242314398288727,0.7435837388038635,0.004865654278546572","0.34906312823295593,0.7534440755844116,-0.004597065970301628","0.43329164385795593,0.9795576333999634,-0.028071200475096703","0.35188359022140503,0.9914500117301941,-0.03377244248986244","0.4492799937725067,1.2063630819320679,0.24906830489635468","0.34827807545661926,1.205374836921692,0.20674800872802734","0.4477740526199341,1.233077049255371,0.2721134424209595","0.34756720066070557,1.2273730039596558,0.22937145829200745","0.4556838274002075,1.2841459512710571,0.15687698125839233","0.3625711500644684,1.289258599281311,0.09138111770153046"
left,"0.37660515308380127,0.29029959440231323,-0.366146981716156","0.3881109654903412,0.26632121205329895,-0.3463785946369171","0.39371994137763977,0.26703202724456787,-0.3464263379573822","0.3984051048755646,0.2677403688430786,-0.3464882969856262","0.37060874700546265,0.2649105489253998,-0.3508691191673279","0.3652069866657257,0.26425737142562866,-0.3508223593235016","0.360340416431427,0.26372525095939636,-0.3508700430393219","0.4055236876010895,0.2798410654067993,-0.19818851351737976","0.3548879623413086,0.27444931864738464,-0.20802778005599976","0.38826125860214233,0.3172313868999481,-0.3111693263053894","0.3656357228755951,0.31541118025779724,-0.3149363398551941","0.44188326597213745,0.40708258748054504,-0.08042216300964355","0.31477758288383484,0.42265236377716064,-0.09530331939458847","0.513543426990509,0.5116544961929321,-0.20851431787014008","0.29319727420806885,0.6157060265541077,0.02114385925233364","0.5125879049301147,0.3288654685020447,-0.4729146659374237","0.2822027802467346,0.7917343974113464,0.02800970897078514","0.521122395992279,0.2728760540485382,-0.528323769569397","0.27356335520744324,0.8359126448631287,0.03205135464668274","0.5093953609466553,0.26342856884002686,-0.5197139978408813","0.28450697660446167,0.8412790298461914,-0.008731061592698097","0.5029850602149963,0.28397491574287415,-0.47650474309921265","0.2904329001903534,0.8271794319152832,0.01611022651195526","0.42472776770591736,0.743549644947052,0.004746468272060156","0.34954091906547546,0.7538756728172302,-0.0044783963821828365","0.43354320526123047,0.9791059494018555,-0.029595065861940384","0.3521202802658081,0.9915428161621094,-0.025043349713087082","0.4494684636592865,1.207016944885254,0.24809786677360535","0.34835562109947205,1.2053203582763672,0.21863146126270294","0.44800880551338196,1.2339521646499634,0.27116507291793823","0.3477979302406311,1.2274253368377686,0.24065884947776794","0.45576027035713196,1.2853392362594604,0.15603505074977875","0.3627576231956482,1.2891572713851929,0.10013590008020401"
left,"0.3768327534198761,0.2902873456478119,-0.3684568405151367","0.3882894814014435,0.2661839723587036,-0.3492317795753479","0.3939002454280853,0.26688116788864136,-0.3492678999900818","0.3987186551094055,0.2675412595272064,-0.3493228256702423","0.37077951431274414,0.2648620307445526,-0.35136285424232483","0.36540207266807556,0.26422882080078125,-0.35131633281707764","0.36048954725265503,0.26369473338127136,-0.3513437807559967","0.4059978723526001,0.27978935837745667,-0.2076180875301361","0.35512396693229675,0.27439990639686584,-0.2138582020998001","0.3885416090488434,0.3172282576560974,-0.3149877190589905","0.3659648001194,0.3154256343841553,-0.3172112703323364","0.44323697686195374,0.40611857175827026,-0.09636180102825165","0.3149629533290863,0.4239083528518677,-0.10881029069423676","0.5238722562789917,0.49570533633232117,-0.21275152266025543","0.29367387294769287,0.6177846193313599,-0.0028823898173868656","0.5269530415534973,0.32704979181289673,-0.4916241765022278","0.2832886576652527,0.7923995852470398,-0.0018025512108579278","0.534558117389679,0.2713419198989868,-0.5474778413772583","0.2753802537918091,0.837736189365387,5.0020229537039995e-05","0.5206275582313538,0.26322370767593384,-0.5385530591011047","0.28756284713745117,0.8419971466064453,-0.038116704672575","0.5144022107124329,0.2838287353515625,-0.49573004245758057","0.29292726516723633,0.8275013566017151,-0.012929697521030903","0.42477530241012573,0.7462610602378845,0.005090534221380949","0.34972435235977173,0.7551792860031128,-0.004826577380299568","0.4336739778518677,0.9798147678375244,-0.02680600993335247","0.3521788716316223,0.992987871170044,-0.022198358550667763","0.44958457350730896,1.2069777250289917,0.2679165005683899","0.3483738303184509,1.205379605293274,0.235002800822258","0.4481510818004608,1.2338529825210571,0.2926694452762604","0.34779348969459534,1.227493166923523,0.2583701014518738","0.45586755871772766,1.2853288650512695,0.17462192475795746","0.36288705468177795,1.2895323038101196,0.11521609872579575"
left,"0.3771063983440399,0.29028841853141785,-0.36737093329429626","0.3884076178073883,0.2661815583705902,-0.3479820787906647","0.39397650957107544,0.2668718993663788,-0.34802156686782837","0.3988752067089081,0.2675120234489441,-0.3480716645717621","0.3710922300815582,0.2648726999759674,-0.3495222330093384","0.3657841086387634,0.2642515003681183,-0.3494768440723419","0.360928475856781,0.26370152831077576,-0.34950268268585205","0.40623483061790466,0.2797912061214447,-0.20772594213485718","0.35561883449554443,0.2743970453739166,-0.21249529719352722","0.38878780603408813,0.3171860873699188,-0.3141007125377655","0.366202175617218,0.3154456615447998,-0.3158412575721741","0.4450756907463074,0.4039972424507141,-0.1036013662815094","0.31520816683769226,0.42507362365722656,-0.10640697181224823","0.5299007296562195,0.4751680791378021,-0.23246143758296967","0.2940225303173065,0.6210014820098877,-3.487433787086047e-05","0.5464938879013062,0.3228513300418854,-0.5168891549110413","0.28379032015800476,0.7941040396690369,-0.00511471601203084","0.5510908961296082,0.2681514024734497,-0.5756047964096069","0.2756497263908386,0.8395760655403137,-0.0034549462143331766","0.5390354990959167,0.2622544765472412,-0.5700424313545227","0.2880706191062927,0.8430635333061218,-0.042825497686862946","0.5337222814559937,0.2836940288543701,-0.5217738747596741","0.29379940032958984,0.8285113573074341,-0.01684587635099888","0.42500317096710205,0.7465342879295349,0.004960541147738695","0.34979718923568726,0.7555182576179504,-0.0047037238255143166","0.4342058598995209,0.9802875518798828,-0.027875516563653946","0.353508859872818,0.9940460324287415,-0.022836854681372643","0.449659526348114,1.2070116996765137,0.27007219195365906","0.34856754541397095,1.2056360244750977,0.23328927159309387","0.4481906294822693,1.2338981628417969,0.2951434850692749","0.347992479801178,1.2281018495559692,0.25623801350593567","0.4559358060359955,1.2853704690933228,0.17654825747013092","0.3629379868507385,1.289817214012146,0.11343096196651459"
left,"0.37744438648223877,0.29030269384384155,-0.3677166700363159","0.3885834515094757,0.2661653459072113,-0.34834539890289307","0.39416390657424927,0.26681646704673767,-0.34838539361953735","0.3990785777568817,0.2673979699611664,-0.34842681884765625","0.37122341990470886,0.2649141252040863,-0.34947335720062256","0.365898996591568,0.26433420181274414,-0.3494356572628021","0.3610808253288269,0.26377788186073303,-0.34945738315582275","0.40629634261131287,0.27957674860954285,-0.2088748961687088","0.35595467686653137,0.2744008004665375,-0.21330179274082184","0.389079213142395,0.31712496280670166,-0.3148498237133026","0.366773396730423,0.31548207998275757,-0.31630057096481323","0.4466008245944977,0.4012891352176666,-0.10979701578617096","0.31630757451057434,0.42512407898902893,-0.1075117364525795","0.5343847274780273,0.4639299511909485,-0.25640347599983215","0.2941957116127014,0.6207025051116943,0.002215755870565772","0.5636621117591858,0.32048553228378296,-0.5596975088119507","0.28567829728126526,0.7940993905067444,0.0014775206800550222","0.568937361240387,0.26394525170326233,-0.6206238269805908","0.27655091881752014,0.8403652906417847,0.004548442550003529","0.5585047602653503,0.26018986105918884,-0.618697464466095","0.29016047716140747,0.8434508442878723,-0.0354202501475811","0.5535221099853516,0.28307852149009705,-0.5668249130249023","0.2961081862449646,0.8286604881286621,-0.010142006911337376","0.4263079762458801,0.7464903593063354,0.004711499437689781","0.3504425883293152,0.7555608153343201,-0.004441972356289625","0.4348829686641693,0.9803012609481812,-0.033708348870277405","0.35473617911338806,0.9957378506660461,-0.02390339784324169","0.44972938299179077,1.2116039991378784,0.26647695899009705","0.34866899251937866,1.2093144655227661,0.23624514043331146","0.4484025835990906,1.2392768859863281,0.2905140519142151","0.3480304181575775,1.233185887336731,0.2595696449279785","0.45599251985549927,1.2908543348312378,0.17555664479732513","0.36382436752319336,1.2933862209320068,0.1177472397685051"
left,"0.3781193196773529,0.29029133915901184,-0.35188934206962585","0.38878265023231506,0.266128808259964,-0.3332573175430298","0.3944379985332489,0.2667558491230011,-0.333312064409256","0.3996242582798004,0.2673439383506775,-0.3333345055580139","0.37154752016067505,0.26491349935531616,-0.3334568440914154","0.36633729934692383,0.26433616876602173,-0.33342140913009644","0.3615446090698242,0.2637842893600464,-0.3334507346153259","0.4082692861557007,0.27951568365097046,-0.20181575417518616","0.356221467256546,0.2743668258190155,-0.2014436572790146","0.39003923535346985,0.31712430715560913,-0.30222588777542114","0.3677898645401001,0.3155663311481476,-0.30221307277679443","0.4510849714279175,0.4013175368309021,-0.10676173865795135","0.3177816569805145,0.4261683225631714,-0.10454217344522476","0.5408957004547119,0.44115200638771057,-0.25888070464134216","0.2956545948982239,0.6230208277702332,0.006071698386222124","0.5800237655639648,0.3090866208076477,-0.5616163611412048","0.2872453033924103,0.7947280406951904,0.006295408587902784","0.5909519791603088,0.25207746028900146,-0.6208611726760864","0.2772136330604553,0.8416341543197632,0.010092214681208134","0.5808889865875244,0.24975405633449554,-0.6210851669311523","0.2911260426044464,0.8439957499504089,-0.030502092093229294","0.5726388096809387,0.27541592717170715,-0.5700198411941528","0.2971852123737335,0.8288952708244324,-0.005639868322759867","0.4276692569255829,0.7484768033027649,0.003412700491026044","0.35213151574134827,0.7579553127288818,-0.003133626189082861","0.43549174070358276,0.9820430278778076,-0.03241165727376938","0.35576608777046204,0.9963411688804626,-0.0229147057980299","0.44982072710990906,1.2115752696990967,0.2736896872520447","0.34933599829673767,1.209175944328308,0.23367145657539368","0.4489629566669464,1.2390344142913818,0.2991345524787903","0.34899643063545227,1.2329050302505493,0.2567799985408783","0.4560161530971527,1.2907387018203735,0.18513469398021698","0.3641884922981262,1.293185830116272,0.11606405675411224"
left,"0.38063544034957886,0.29023879766464233,-0.4149755835533142","0.39033520221710205,0.2661024034023285,-0.3954750895500183","0.3959726095199585,0.2667064666748047,-0.39553847908973694","0.40125957131385803,0.2672998309135437,-0.39557579159736633","0.3734179437160492,0.2649151086807251,-0.39652955532073975","0.3681473135948181,0.2643420696258545,-0.3965396583080292","0.36332833766937256,0.26380592584609985,-0.3965734839439392","0.41028207540512085,0.27945980429649353,-0.2511597275733948","0.35692688822746277,0.27436402440071106,-0.25441625714302063","0.3924013078212738,0.31711214780807495,-0.3597840666770935","0.3703727722167969,0.3155713677406311,-0.36080172657966614","0.4536368250846863,0.4004408121109009,-0.14745329320430756","0.31942272186279297,0.42638978362083435,-0.1408894658088684","0.5445908308029175,0.41567403078079224,-0.30215567350387573","0.29688790440559387,0.6233854293823242,-0.02222643978893757","0.5931532382965088,0.2959405481815338,-0.611809492111206","0.28877827525138855,0.7954195141792297,-0.02053271047770977","0.605678141117096,0.2447696477174759,-0.6719188690185547","0.2780626118183136,0.8428825736045837,-0.016603656113147736","0.5987875461578369,0.23973394930362701,-0.679584801197052","0.29218217730522156,0.8447758555412292,-0.059420909732580185","0.5917896628379822,0.2610503137111664,-0.6240679025650024","0.29830095171928406,0.8296810984611511,-0.03285739943385124","0.4302865266799927,0.7473199367523193,0.001030147890560329","0.35500338673591614,0.757831871509552,-0.0007154844352044165","0.4363645613193512,0.9823662638664246,-0.038310255855321884","0.35755136609077454,0.9965626001358032,-0.03175036981701851","0.45148321986198425,1.2127777338027954,0.280600368976593","0.3533857464790344,1.209305763244629,0.2425377368927002","0.4515734910964966,1.239891529083252,0.3074241578578949","0.35334157943725586,1.232865571975708,0.2674615681171417","0.45605993270874023,1.2925609350204468,0.1838134229183197","0.3700222373008728,1.2931783199310303,0.12255332618951797"
left,"0.38224688172340393,0.29020917415618896,-0.418060302734375","0.3914375603199005,0.26610156893730164,-0.39931678771972656","0.39698776602745056,0.26670363545417786,-0.39938995242118835","0.4022817015647888,0.2672964632511139,-0.3994303047657013","0.3749775290489197,0.264938086271286,-0.399278849363327","0.3697325587272644,0.26436862349510193,-0.3993021547794342","0.36500421166419983,0.2638443410396576,-0.3993517756462097","0.4115583002567291,0.27944210171699524,-0.25789639353752136","0.35825425386428833,0.2743774652481079,-0.2560059726238251","0.3938981890678406,0.31707680225372314,-0.36378273367881775","0.3722721040248871,0.3155527412891388,-0.36328983306884766","0.456426739692688,0.3990646004676819,-0.15076901018619537","0.32162126898765564,0.42657220363616943,-0.14877168834209442","0.5467774868011475,0.3954141139984131,-0.2873430848121643","0.29852649569511414,0.623142421245575,-0.05568823590874672","0.6093447804450989,0.2854842245578766,-0.5822095274925232","0.2908141016960144,0.7953848242759705,-0.08087506145238876","0.6219654679298401,0.23753376305103302,-0.6477756500244141","0.279430091381073,0.8429908752441406,-0.08147446066141129","0.6170264482498169,0.2307639718055725,-0.6375266909599304","0.293180912733078,0.844839334487915,-0.12386209517717361","0.6118522882461548,0.2490445226430893,-0.5870079398155212","0.29929715394973755,0.8296583294868469,-0.09423065185546875","0.4321238100528717,0.7472392320632935,0.0005085528246127069","0.3568587303161621,0.7577694058418274,-0.00018063216703012586","0.43772369623184204,0.983077883720398,-0.05335403233766556","0.3585177958011627,0.9983395338058472,-0.03929928317666054","0.45313674211502075,1.2139337062835693,0.2785772979259491","0.35483628511428833,1.2097055912017822,0.2407270222902298","0.45325979590415955,1.2403111457824707,0.3056815564632416","0.35495489835739136,1.2328890562057495,0.2653447985649109","0.45616239309310913,1.2948302030563354,0.1797136515378952","0.37134143710136414,1.2936794757843018,0.12040924280881882"
left,"0.38420426845550537,0.2901098132133484,-0.4271417558193207","0.392933189868927,0.2660940885543823,-0.4059949815273285","0.3983413875102997,0.2666836082935333,-0.4060858190059662","0.40360501408576965,0.26727548241615295,-0.4061669707298279","0.37708359956741333,0.2649424970149994,-0.4069383442401886","0.37178322672843933,0.26437491178512573,-0.4069715142250061","0.3670729398727417,0.2638595998287201,-0.40705129504203796","0.41302236914634705,0.27939990162849426,-0.2598710358142853","0.36012083292007446,0.2743888795375824,-0.26288655400276184","0.39565426111221313,0.31699270009994507,-0.37130674719810486","0.37452682852745056,0.3155035972595215,-0.3722769320011139","0.4586121141910553,0.3983643054962158,-0.14343257248401642","0.32364362478256226,0.4275229573249817,-0.16108115017414093","0.5478406548500061,0.3849567472934723,-0.1740860939025879","0.2998772859573364,0.6231100559234619,-0.08793369680643082","0.6198957562446594,0.2829279899597168,-0.31597328186035156","0.2919798791408539,0.7959985733032227,-0.14829950034618378","0.6349810361862183,0.23726588487625122,-0.3511882424354553","0.2806496024131775,0.8432913422584534,-0.1547265201807022","0.6309019923210144,0.2300153225660324,-0.3740783929824829","0.29360848665237427,0.845154345035553,-0.20044350624084473","0.6256315112113953,0.24756082892417908,-0.3311159312725067","0.29970189929008484,0.8299901485443115,-0.16486740112304688","0.43359291553497314,0.7476202845573425,0.0005243495688773692","0.35870465636253357,0.7582049369812012,-0.0001970792218344286","0.43866920471191406,0.9834047555923462,-0.06417746841907501","0.3596964180469513,0.99830561876297,-0.05163097754120827","0.45329099893569946,1.2144559621810913,0.27495402097702026","0.36086365580558777,1.2090015411376953,0.2523006796836853","0.4533552825450897,1.2403099536895752,0.3010708689689636","0.36187171936035156,1.2303626537322998,0.27968040108680725","0.4558787941932678,1.2954930067062378,0.17282746732234955","0.37649255990982056,1.2904161214828491,0.137808158993721"
left,"0.3852170705795288,0.2898727059364319,-0.45603373646736145","0.3939736485481262,0.2660096287727356,-0.4362470209598541","0.39944738149642944,0.2665501832962036,-0.4363318979740143","0.4046846926212311,0.26712140440940857,-0.4364083409309387","0.3781791925430298,0.2649286389350891,-0.43680161237716675","0.372986376285553,0.26436734199523926,-0.4368644952774048","0.36835160851478577,0.26385995745658875,-0.43694719672203064","0.4141346216201782,0.2792682647705078,-0.28869062662124634","0.36151841282844543,0.27438947558403015,-0.2894412577152252","0.39677920937538147,0.3168190121650696,-0.39892739057540894","0.3757835924625397,0.3153187930583954,-0.39915183186531067","0.46076488494873047,0.3982222080230713,-0.15907607972621918","0.3249197006225586,0.42803171277046204,-0.18935738503932953","0.5488044023513794,0.3812008202075958,-0.18943022191524506","0.30113258957862854,0.623350203037262,-0.12597735226154327","0.6272901892662048,0.2851925194263458,-0.3497486412525177","0.2930612862110138,0.796363353729248,-0.18959234654903412","0.6436552405357361,0.23931537568569183,-0.3870376646518707","0.2817692160606384,0.843447744846344,-0.1970038264989853","0.6400612592697144,0.23151463270187378,-0.41407597064971924","0.2941104471683502,0.8453187346458435,-0.24384164810180664","0.6344514489173889,0.2492379993200302,-0.36701786518096924","0.30018699169158936,0.8302480578422546,-0.20637136697769165","0.43497374653816223,0.7474627494812012,0.001846571802161634","0.3595302402973175,0.7581835985183716,-0.0015108009101822972","0.43971195816993713,0.9841862320899963,-0.06126748025417328","0.36115166544914246,0.998387336730957,-0.06320125609636307","0.4551261365413666,1.2157999277114868,0.28372666239738464","0.36228588223457336,1.2111687660217285,0.24749702215194702","0.4550018906593323,1.2410848140716553,0.31123122572898865","0.3629700541496277,1.2320512533187866,0.27337783575057983","0.45701345801353455,1.2980329990386963,0.17809446156024933","0.3784925043582916,1.2934141159057617,0.1349421590566635"
left,"0.3866928815841675,0.2898697555065155,-0.48760274052619934","0.39536187052726746,0.26603204011917114,-0.46807006001472473","0.40075433254241943,0.2665577232837677,-0.4681372344493866","0.4059136211872101,0.26712408661842346,-0.4682738482952118","0.3797556161880493,0.26497676968574524,-0.4701823890209198","0.3745887875556946,0.2644102871417999,-0.470223993062973","0.3700169622898102,0.26390963792800903,-0.47029340267181396","0.41487962007522583,0.2792614698410034,-0.31921109557151794","0.3629092872142792,0.27439361810684204,-0.3284079134464264","0.397722989320755,0.31681665778160095,-0.4295051693916321","0.37713921070098877,0.3153165578842163,-0.4322270452976227","0.460427463054657,0.3972756564617157,-0.1869053691625595","0.3258436620235443,0.42848995327949524,-0.22289618849754333","0.5509576797485352,0.3712603449821472,-0.1543988734483719","0.3020726442337036,0.6232802867889404,-0.16372111439704895","0.632679283618927,0.28780397772789,-0.22533804178237915","0.2941046357154846,0.79665607213974,-0.22578410804271698","0.6492804884910583,0.24082496762275696,-0.24841134250164032","0.2827538251876831,0.8436443209648132,-0.23383158445358276","0.6469581127166748,0.2325163334608078,-0.28192946314811707","0.2945237457752228,0.8455871939659119,-0.2808436155319214","0.6412340998649597,0.25059327483177185,-0.24288883805274963","0.3007042706012726,0.830586850643158,-0.24305202066898346","0.43500059843063354,0.7468295097351074,0.0012581672053784132","0.3598689138889313,0.7579759955406189,-0.0009861205471679568","0.44024673104286194,0.9842126965522766,-0.059579748660326004","0.36159747838974,0.996765673160553,-0.05705421045422554","0.4553304612636566,1.2082208395004272,0.2901287078857422","0.3640991747379303,1.2026385068893433,0.26203832030296326","0.45522835850715637,1.2303651571273804,0.3182918131351471","0.36547914147377014,1.2197920083999634,0.2903301417827606","0.4570057690143585,1.2909282445907593,0.1853858381509781","0.3783707916736603,1.2838491201400757,0.1486695408821106"
left,"0.3870348334312439,0.2897626459598541,-0.4858471155166626","0.39593401551246643,0.2660292983055115,-0.46658268570899963","0.4013584554195404,0.26655474305152893,-0.466644823551178","0.40656378865242004,0.267123818397522,-0.4667944610118866","0.3803771436214447,0.26496678590774536,-0.46882814168930054","0.37532147765159607,0.26439958810806274,-0.46886369585990906","0.3707997500896454,0.263904333114624,-0.46892356872558594","0.41559791564941406,0.2792641818523407,-0.3187108337879181","0.3641219437122345,0.27438074350357056,-0.32886868715286255","0.39814385771751404,0.3167625367641449,-0.428014874458313","0.37757912278175354,0.31520968675613403,-0.4310292601585388","0.46008121967315674,0.39650264382362366,-0.18417240679264069","0.32703879475593567,0.4288063645362854,-0.22588735818862915","0.5500746369361877,0.36580005288124084,-0.12593643367290497","0.3035831153392792,0.6232521533966064,-0.16652919352054596","0.6381376385688782,0.2881026268005371,-0.16737206280231476","0.2949819564819336,0.7968642115592957,-0.21968618035316467","0.6536371111869812,0.24903714656829834,-0.18504586815834045","0.2842041254043579,0.8436277508735657,-0.2257053554058075","0.6518000364303589,0.23972976207733154,-0.21987509727478027","0.2951127290725708,0.8456519842147827,-0.2730911672115326","0.6465145945549011,0.2557835280895233,-0.18457873165607452","0.3011908233165741,0.8307453393936157,-0.2367013543844223","0.4350844919681549,0.7468351125717163,0.0010584491537883878","0.3604131042957306,0.7579561471939087,-0.0008208259823732078","0.4404456317424774,0.9845535755157471,-0.05857370048761368","0.36183226108551025,0.9967648983001709,-0.05424477159976959","0.45595723390579224,1.203077793121338,0.29765987396240234","0.36332809925079346,1.1989648342132568,0.272759348154068","0.4557803273200989,1.2245166301727295,0.3268761932849884","0.364358127117157,1.2149871587753296,0.30252310633659363","0.4579530656337738,1.2840648889541626,0.20161929726600647","0.3755897283554077,1.279231309890747,0.16694635152816772"
left,"0.38739973306655884,0.28962939977645874,-0.5068723559379578","0.39651674032211304,0.26601943373680115,-0.48828402161598206","0.4019623100757599,0.2665504515171051,-0.4883309006690979","0.40719178318977356,0.26712164282798767,-0.488492488861084","0.3809256851673126,0.26494354009628296,-0.4902305603027344","0.37591615319252014,0.2643756568431854,-0.49026787281036377","0.3713880479335785,0.26388850808143616,-0.4903143048286438","0.416175901889801,0.27928048372268677,-0.3392152190208435","0.3648870587348938,0.27434974908828735,-0.3480220139026642","0.39850181341171265,0.31672486662864685,-0.4481833577156067","0.37788787484169006,0.31512656807899475,-0.4507969617843628","0.4597304165363312,0.3943680226802826,-0.19474631547927856","0.327595591545105,0.4291057586669922,-0.24010466039180756","0.5502897500991821,0.3609381914138794,-0.1069125086069107","0.3042251169681549,0.6232002377510071,-0.17553581297397614","0.642447292804718,0.2949150800704956,-0.12168662995100021","0.29572248458862305,0.7967448830604553,-0.2245582491159439","0.6574290990829468,0.2604837119579315,-0.13405121862888336","0.2850132882595062,0.8434467911720276,-0.23001928627490997","0.6564350128173828,0.25280407071113586,-0.17297790944576263","0.2958667576313019,0.8455445766448975,-0.27769774198532104","0.6515330672264099,0.26725149154663086,-0.13964582979679108","0.30192166566848755,0.8306450247764587,-0.24140886962413788","0.4350931942462921,0.7466147541999817,0.0010207106824964285","0.36079439520835876,0.7578147053718567,-0.0007974157342687249","0.4410396218299866,0.9851565957069397,-0.05772384628653526","0.361991822719574,0.9971405863761902,-0.05388231948018074","0.4573032259941101,1.2004469633102417,0.307007759809494","0.3631042242050171,1.1959092617034912,0.2823839485645294","0.4569533169269562,1.2213462591171265,0.33686426281929016","0.36387917399406433,1.2110302448272705,0.31321683526039124","0.4594038724899292,1.2823246717453003,0.21022304892539978","0.3726925551891327,1.277135968208313,0.17707212269306183"
